1769433210.58326,6.03861832618713,5.63345146179199,4.83850649999413,0.849431850169114,0.426886852337936,0.220381091021625,-1000,-0.05235987755983,1600,0,-1000,1600
1769433210.63334,6.03861832618713,5.63345146179199,4.83850649999413,0.849431850169114,0.426886852337936,0.220381091021625,-1000,-0.05235987755983,1600,0,-1000,1600
1769433210.68338,6.06726217269897,5.54618120193481,4.83863000767693,0.858215912041015,0.352223250801804,0.172264151249421,-2000,-0.10471975511966,1600,0,-2000,1600
1769433210.73336,6.06726217269897,5.54618120193481,4.83863000767693,0.858215912041015,0.352223250801804,0.172264151249421,-3000,-0.15707963267949,1600,0,-3000,1600
1769433210.78333,6.09588885307312,5.45693492889404,4.84332431390008,0.862229747221328,0.29965016561984,0.138560186226715,-3000,-0.15707963267949,1600,0,-3000,1600
1769433210.8334,6.09588885307312,5.45693492889404,4.84332431390008,0.862229747221328,0.29965016561984,0.138560186226715,-4000,-0.20943951023932,1600,0,-4000,1600
1769433210.8833,6.12503147125244,5.36728429794312,4.84917481899916,0.865652610676518,0.263617613853671,0.116533945096569,-4000,-0.20943951023932,1600,0,-4000,1600
1769433210.93346,6.12503147125244,5.36728429794312,4.84917481899916,0.865652610676518,0.263617613853671,0.116533945096569,-5000,-0.261799387799149,1600,0,-5000,1600
1769433210.9834,6.15456748008728,5.27670526504517,4.8548429733289,0.87052651254721,0.239333185782054,0.102138152380401,-6000,-0.314159265358979,1600,0,-6000,1600
1769433211.03342,6.15456748008728,5.27670526504517,4.8548429733289,0.87052651254721,0.239333185782054,0.102138152380401,-6000,-0.314159265358979,1600,0,-6000,1600
1769433211.08339,6.1851077079773,5.18528985977173,4.85450290414533,0.877511411583515,0.223171558191933,0.087520441146123,-7000,-0.366519142918809,1600,0,-7000,1600
1769433211.13346,6.1851077079773,5.18528985977173,4.85450290414533,0.877511411583515,0.223171558191933,0.087520441146123,-8000,-0.418879020478639,1600,0,-8000,1600
1769433211.18338,6.21564650535584,5.09311151504517,4.850395111487,0.886360154934815,0.212289614535286,0.068988659991906,-8000,-0.418879020478639,1600,0,-8000,1600
1769433211.23344,6.21564650535584,5.09311151504517,4.850395111487,0.886360154934815,0.212289614535286,0.068988659991906,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.28331,6.24623346328735,5.00091457366943,4.8356516061584,0.89628311305606,0.204931637141243,0.040519177410124,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.33338,6.24623346328735,5.00091457366943,4.8356516061584,0.89628311305606,0.204931637141243,0.040519177410124,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.38331,6.27674579620361,4.90906524658203,4.81241526647277,0.90615071920613,0.20019528124311,0.000322581583003,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.43335,6.27674579620361,4.90906524658203,4.81241526647277,0.90615071920613,0.20019528124311,0.000322581583003,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.48341,6.30623316764832,4.81643581390381,4.77604553520305,0.91528799423072,0.19769609033999,-0.054000746897877,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.53343,6.30623316764832,4.81643581390381,4.77604553520305,0.91528799423072,0.19769609033999,-0.054000746897877,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.58356,6.33392333984375,4.7242317199707,4.7303001991199,0.922867194318017,0.19735815325264,-0.120223498907265,-9000,-0.471238898038469,1600,0,-9000,1600
1769433211.63339,6.33392333984375,4.7242317199707,4.7303001991199,0.922867194318017,0.19735815325264,-0.120223498907265,-8000,-0.418879020478639,1600,0,-8000,1600
1769433211.68334,6.35917043685913,4.63205718994141,4.68102458738495,0.928276563142369,0.199223031200297,-0.19023006618391,-7000,-0.366519142918809,1600,0,-7000,1600
1769433211.7333,6.35917043685913,4.63205718994141,4.68102458738495,0.928276563142369,0.199223031200297,-0.19023006618391,-6000,-0.314159265358979,1600,0,-6000,1600
1769433211.78332,6.3810465335846,4.53976583480835,4.62476958302868,0.931185938980541,0.203192416865104,-0.260390961831997,-5000,-0.261799387799149,1600,0,-5000,1600
1769433211.83335,6.3810465335846,4.53976583480835,4.62476958302868,0.931185938980541,0.203192416865104,-0.260390961831997,-4000,-0.20943951023932,1600,0,-4000,1600
1769433211.88338,6.39819002151489,4.44690322875977,4.56640990892582,0.931647334574728,0.208745297149463,-0.32589145000074,-3000,-0.15707963267949,1600,0,-3000,1600
1769433211.93337,6.39819002151489,4.44690322875977,4.56640990892582,0.931647334574728,0.208745297149463,-0.32589145000074,-2000,-0.10471975511966,1600,0,-2000,1600
