t_sec,x,y,yaw,u,v,r,applied_steer_ui,applied_steer_rad,applied_thrust,bow,target_steer_ui,target_thrust
1770719634.0407722,8.77413296699524,7.482758522033691,2.012537343675487,0.0002250258922047781,-0.01667242053905906,0.026680099046246193,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.0909235,8.77413296699524,7.482758522033691,2.012537343675487,0.0002250258922047781,-0.01667242053905906,0.026680099046246193,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.1408837,8.775645732879639,7.483579158782959,2.015011668787813,0.00022730940613927366,-0.017081568527508886,0.02705497504000845,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.1905136,8.775645732879639,7.483579158782959,2.015011668787813,0.00022730940613927366,-0.017081568527508886,0.02705497504000845,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.2409382,8.776846766471863,7.484957218170166,2.019630650510913,0.0003971401567162967,-0.01735804563497565,0.028680935107963563,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.2907877,8.776846766471863,7.484957218170166,2.019630650510913,0.0003971401567162967,-0.01735804563497565,0.028680935107963563,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.340869,8.778387069702148,7.485217094421387,2.020590360989527,0.00044694178582810405,-0.01744765479374518,0.028426014871086324,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.3907797,8.778387069702148,7.485217094421387,2.020590360989527,0.00044694178582810405,-0.01744765479374518,0.028426014871086324,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.4404056,8.780196905136108,7.4849042892456055,2.021366537338696,7.969993888797146e-05,-0.017365514525637928,0.026202548022218008,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.4907224,8.780196905136108,7.4849042892456055,2.021366537338696,7.969993888797146e-05,-0.017365514525637928,0.026202548022218008,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.5405536,8.780680537223816,7.484265327453613,2.0191408207129196,-0.0006390732449431376,-0.01672514978574258,0.020644376026249037,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.5908206,8.780680537223816,7.484265327453613,2.0191408207129196,-0.0006390732449431376,-0.01672514978574258,0.020644376026249037,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.6407013,8.783086895942688,7.483745098114014,2.023361284638474,-0.0018094258400993169,-0.016082442119307504,0.018334242527712045,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.6905563,8.783086895942688,7.483745098114014,2.023361284638474,-0.0018094258400993169,-0.016082442119307504,0.018334242527712045,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.7407598,8.783629298210144,7.483473777770996,2.021530142403298,-0.0030112299836550904,-0.015178273069051142,0.014934315219846525,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.7906494,8.783629298210144,7.483473777770996,2.021530142403298,-0.0030112299836550904,-0.015178273069051142,0.014934315219846525,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.8406227,8.785122513771057,7.48481559753418,2.0255990110434174,-0.003687115816375739,-0.01449427257839105,0.014744785913279,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.8907282,8.785122513771057,7.48481559753418,2.0255990110434174,-0.003687115816375739,-0.01449427257839105,0.014744785913279,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.9405696,8.78719425201416,7.486682415008545,2.0302585818091763,-0.0036336166104647487,-0.014441282107633485,0.01792131015528667,0.0,0.0,0.0,0.0,0.0,0.0
1770719634.9909003,8.78719425201416,7.486682415008545,2.0302585818091763,-0.0036336166104647487,-0.014441282107633485,0.01792131015528667,0.0,0.0,0.0,0.0,0.0,0.0
1770719635.0405402,8.789504289627075,7.490235805511475,2.0369268163047543,-0.002474601848188803,-0.015358421971148735,0.024394583433429425,0.0,0.0,0.0,0.0,0.0,0.0
1770719635.0908222,8.789504289627075,7.490235805511475,2.0369268163047543,-0.002474601848188803,-0.015358421971148735,0.024394583433429425,0.0,0.0,0.0,0.0,0.0,0.0
1770719635.1405165,8.79105532169342,7.491399765014648,2.0353153050713524,-0.000922597089797091,-0.016596113968212502,0.02573033626069396,0.0,0.0,0.0,0.0,0.0,0.0
1770719635.190601,8.79105532169342,7.491399765014648,2.0353153050713524,-0.000922597089797091,-0.016596113968212502,0.02573033626069396,0.0,0.0,500.0,0.0,0.0,1200.0
1770719635.2408173,8.792938232421875,7.493832111358643,2.0375374282860834,0.0009138735970037077,-0.018052067801614516,0.024947376009025284,0.0,0.0,1000.0,0.0,0.0,1200.0
1770719635.2905784,8.792938232421875,7.493832111358643,2.0375374282860834,0.0009138735970037077,-0.018052067801614516,0.024947376009025284,0.0,0.0,1200.0,0.0,0.0,1200.0
1770719635.340771,8.79400646686554,7.493346691131592,2.032416891445101,0.0021379994817563855,-0.018942229044986107,0.018015689398698354,0.0,0.0,1200.0,0.0,0.0,1200.0
1770719635.390658,8.79400646686554,7.493346691131592,2.032416891445101,0.0021379994817563855,-0.018942229044986107,0.018015689398698354,0.0,0.0,1300.0,0.0,0.0,1300.0
1770719635.440954,8.794828057289124,7.492443561553955,2.030879434282803,0.0023978285459930805,-0.01890805568745338,0.00991734493943076,0.0,0.0,1300.0,0.0,0.0,1300.0
1770719635.4906719,8.794828057289124,7.492443561553955,2.030879434282803,0.0023978285459930805,-0.01890805568745338,0.00991734493943076,0.0,0.0,1300.0,0.0,0.0,1300.0
1770719635.5405695,8.796340227127075,7.491369247436523,2.0337799725781727,0.0016045122815386134,-0.01817804976898999,0.006494693121715111,0.0,0.0,1400.0,0.0,0.0,1400.0
1770719635.590711,8.796340227127075,7.491369247436523,2.0337799725781727,0.0016045122815386134,-0.01817804976898999,0.006494693121715111,0.0,0.0,1400.0,0.0,0.0,1400.0
1770719635.640499,8.797129154205322,7.490446090698242,2.0367161502323126,0.00011627735124367577,-0.01682881942947379,0.007479002617102072,0.0,0.0,1400.0,0.0,0.0,1400.0
1770719635.6907969,8.797129154205322,7.490446090698242,2.0367161502323126,0.00011627735124367577,-0.01682881942947379,0.007479002617102072,0.0,0.0,1400.0,0.0,0.0,1400.0
1770719635.7405422,8.798569560050964,7.491954326629639,2.0436953947602774,-0.0011123729380644667,-0.01560631887241654,0.01401130162744553,0.0,0.0,1500.0,0.0,0.0,1500.0
1770719635.7908363,8.798569560050964,7.491954326629639,2.0436953947602774,-0.0011123729380644667,-0.01560631887241654,0.01401130162744553,0.0,0.0,1500.0,0.0,0.0,1500.0
1770719635.8407989,8.799997806549072,7.492822647094727,2.0461672611081125,-0.00188974173389012,-0.014733803016917764,0.01995365995219314,0.0,0.0,1500.0,0.0,0.0,1500.0
1770719635.8905573,8.799997806549072,7.492822647094727,2.0461672611081125,-0.00188974173389012,-0.014733803016917764,0.01995365995219314,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719635.9407964,8.802021861076355,7.493043422698975,2.044029707427706,-0.002482313353955126,-0.014334027344529134,0.01996628199432788,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719635.9904935,8.802021861076355,7.493043422698975,2.044029707427706,-0.002482313353955126,-0.014334027344529134,0.01996628199432788,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.0407512,8.804273247718811,7.494770526885986,2.043649207328233,-0.0026241169973363183,-0.014648824342309852,0.016655852657549163,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.0905252,8.804273247718811,7.494770526885986,2.043649207328233,-0.0026241169973363183,-0.014648824342309852,0.016655852657549163,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.140583,8.805610060691833,7.494580268859863,2.0387189474456493,-0.0027160308987182126,-0.015076141933649331,0.008774302140743219,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.1908398,8.805610060691833,7.494580268859863,2.0387189474456493,-0.0027160308987182126,-0.015076141933649331,0.008774302140743219,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.2405756,8.807109832763672,7.496017932891846,2.0437077006571416,-0.0024878961797929152,-0.015610587112842212,0.006357800527262685,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.290641,8.807109832763672,7.496017932891846,2.0437077006571416,-0.0024878961797929152,-0.015610587112842212,0.006357800527262685,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.3406117,8.809435367584229,7.495119571685791,2.048257900204349,-0.002694156184641791,-0.0161070584913428,0.009390951987520758,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.3907213,8.809435367584229,7.495119571685791,2.048257900204349,-0.002694156184641791,-0.0161070584913428,0.009390951987520758,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.4408934,8.813962697982788,7.492793560028076,2.0545259062449563,-0.004276560748396598,-0.016918557537264452,0.01664981688256522,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.4905157,8.813962697982788,7.492793560028076,2.0545259062449563,-0.004276560748396598,-0.016918557537264452,0.01664981688256522,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.540839,8.819257140159607,7.4890289306640625,2.0564659861200436,-0.007796298337481619,-0.018099052386877725,0.022049175764082874,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.5904737,8.819257140159607,7.4890289306640625,2.0564659861200436,-0.007796298337481619,-0.018099052386877725,0.022049175764082874,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.6407518,8.825001955032349,7.485252380371094,2.0580160457338446,-0.013016174847602258,-0.019669457142123172,0.02416955954010502,0.0,0.0,1600.0,0.0,0.0,1600.0
1770719636.6907475,8.825001955032349,7.485252380371094,2.0580160457338446,-0.013016174847602258,-0.019669457142123172,0.02416955954010502,-1000.0,-0.05235987755982988,1600.0,0.0,-1000.0,1600.0
1770719636.7404695,8.831901550292969,7.4795241355896,2.057762193194817,-0.020059330063790334,-0.02154276457611558,0.022475385377266725,-1000.0,-0.05235987755982988,1600.0,0.0,-1000.0,1600.0
1770719636.790823,8.831901550292969,7.4795241355896,2.057762193194817,-0.020059330063790334,-0.02154276457611558,0.022475385377266725,-2000.0,-0.10471975511965977,1600.0,0.0,-2000.0,1600.0
1770719636.8404317,8.839449286460876,7.472114562988281,2.059483791220785,-0.028891090067247542,-0.023476608207533653,0.02016299552654004,-3000.0,-0.15707963267948963,1600.0,0.0,-3000.0,1600.0
1770719636.8905928,8.839449286460876,7.472114562988281,2.059483791220785,-0.028891090067247542,-0.023476608207533653,0.02016299552654004,-3000.0,-0.15707963267948963,1600.0,0.0,-3000.0,1600.0
1770719636.940772,8.847724080085754,7.463467121124268,2.06179857392538,-0.039310541588860576,-0.025316039610439114,0.018921041324819067,-4000.0,-0.20943951023931953,1600.0,0.0,-4000.0,1600.0
1770719636.990617,8.847724080085754,7.463467121124268,2.06179857392538,-0.039310541588860576,-0.025316039610439114,0.018921041324819067,-5000.0,-0.2617993877991494,1600.0,0.0,-5000.0,1600.0
1770719637.0408206,8.856449723243713,7.45462703704834,2.06529732617489,-0.05070035689997689,-0.02704678187248951,0.019731484350290655,-5000.0,-0.2617993877991494,1600.0,0.0,-5000.0,1600.0
1770719637.090572,8.856449723243713,7.45462703704834,2.06529732617489,-0.05070035689997689,-0.02704678187248951,0.019731484350290655,-6000.0,-0.31415926535897926,1600.0,0.0,-6000.0,1600.0
1770719637.1405823,8.866858839988708,7.444477558135986,2.067858847804293,-0.06279793063511463,-0.0288948339987364,0.02116057798641244,-7000.0,-0.36651914291880916,1600.0,0.0,-7000.0,1600.0
1770719637.190426,8.866858839988708,7.444477558135986,2.067858847804293,-0.06279793063511463,-0.0288948339987364,0.02116057798641244,-7000.0,-0.36651914291880916,1600.0,0.0,-7000.0,1600.0
1770719637.240682,8.879247069358826,7.433775424957275,2.0667442270830385,-0.07545878966719609,-0.03133982219660776,0.019605533729001003,-8000.0,-0.41887902047863906,1600.0,0.0,-8000.0,1600.0
1770719637.2909918,8.879247069358826,7.433775424957275,2.0667442270830385,-0.07545878966719609,-0.03133982219660776,0.019605533729001003,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.340642,8.89317512512207,7.423544406890869,2.062266217095162,-0.08819142958099756,-0.034873663935461235,0.0129347611966638,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.390878,8.89317512512207,7.423544406890869,2.062266217095162,-0.08819142958099756,-0.034873663935461235,0.0129347611966638,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.4406254,8.9067884683609,7.411582946777344,2.048976549460341,-0.10080194545201424,-0.03901867669313414,-0.0035811019407922945,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.4910278,8.9067884683609,7.411582946777344,2.048976549460341,-0.10080194545201424,-0.03901867669313414,-0.0035811019407922945,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.5406258,8.920993447303772,7.396753787994385,2.031262155353012,-0.11369869416428381,-0.043095036571377095,-0.0290438087862614,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.5908458,8.920993447303772,7.396753787994385,2.031262155353012,-0.11369869416428381,-0.043095036571377095,-0.0290438087862614,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.641039,8.935675740242004,7.382213592529297,2.0186552805943303,-0.12655380899416946,-0.04697098867772779,-0.05344224112321831,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.6906211,8.935675740242004,7.382213592529297,2.0186552805943303,-0.12655380899416946,-0.04697098867772779,-0.05344224112321831,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.740632,8.951948165893555,7.36633825302124,2.0083164029800615,-0.13938649315809157,-0.05084527187684108,-0.07101037283680996,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.7906187,8.951948165893555,7.36633825302124,2.0083164029800615,-0.13938649315809157,-0.05084527187684108,-0.07101037283680996,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.840943,8.96952223777771,7.349619388580322,1.9949400393383467,-0.15222302304546914,-0.055027437761028516,-0.08430951164934947,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.8908482,8.96952223777771,7.349619388580322,1.9949400393383467,-0.15222302304546914,-0.055027437761028516,-0.08430951164934947,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.9406195,8.986995339393616,7.33183479309082,1.9706514472143577,-0.16491489779617172,-0.059391702754122984,-0.10330153736805046,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719637.9909966,8.986995339393616,7.33183479309082,1.9706514472143577,-0.16491489779617172,-0.059391702754122984,-0.10330153736805046,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.04072,9.004285037517548,7.314647674560547,1.9438035672708291,-0.17676146021156855,-0.06390545325765833,-0.12852531820478647,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.0908496,9.004285037517548,7.314647674560547,1.9438035672708291,-0.17676146021156855,-0.06390545325765833,-0.12852531820478647,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.1407824,9.021975636482239,7.295921325683594,1.912658643053665,-0.18768632231304083,-0.0684731335656269,-0.1587908426251909,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.1907778,9.021975636482239,7.295921325683594,1.912658643053665,-0.18768632231304083,-0.0684731335656269,-0.1587908426251909,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.2406423,9.040155172348022,7.2777910232543945,1.8890737377079598,-0.19734222973979804,-0.07334866626014998,-0.1834157589964417,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.2904804,9.040155172348022,7.2777910232543945,1.8890737377079598,-0.19734222973979804,-0.07334866626014998,-0.1834157589964417,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.340844,9.057504415512085,7.257180690765381,1.8615959493987535,-0.20606955930487816,-0.07806961017130665,-0.2032731944950897,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.3904495,9.057504415512085,7.257180690765381,1.8615959493987535,-0.20606955930487816,-0.07806961017130665,-0.2032731944950897,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.4407449,9.075986623764038,7.235970497131348,1.8379292973383112,-0.21415410652932076,-0.08280759522789742,-0.21604882206690407,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.4904995,9.075986623764038,7.235970497131348,1.8379292973383112,-0.21415410652932076,-0.08280759522789742,-0.21604882206690407,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.5405686,9.09544712305069,7.212733745574951,1.8120078837867748,-0.2222492081738363,-0.08778928537025936,-0.2250263208030594,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.5909228,9.09544712305069,7.212733745574951,1.8120078837867748,-0.2222492081738363,-0.08778928537025936,-0.2250263208030594,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.6405597,9.113755762577057,7.1883769035339355,1.7777620972624928,-0.23044915672866795,-0.0927131876599914,-0.23842492354885614,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.6908212,9.113755762577057,7.1883769035339355,1.7777620972624928,-0.23044915672866795,-0.0927131876599914,-0.23842492354885614,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.7407012,9.133204698562622,7.164888381958008,1.7504102171332896,-0.23825469712505742,-0.09803948149396405,-0.24992144116024692,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.7908049,9.133204698562622,7.164888381958008,1.7504102171332896,-0.23825469712505742,-0.09803948149396405,-0.24992144116024692,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.8408835,9.150895416736603,7.140368461608887,1.7172297831690522,-0.24530596235596824,-0.10335308781434696,-0.2624486470563662,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.8908255,9.150895416736603,7.140368461608887,1.7172297831690522,-0.24530596235596824,-0.10335308781434696,-0.2624486470563662,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.9406686,9.1676744222641,7.113467693328857,1.681276790325408,-0.2519340702052197,-0.10813835359751302,-0.2774916764872664,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719638.990504,9.1676744222641,7.113467693328857,1.681276790325408,-0.2519340702052197,-0.10813835359751302,-0.2774916764872664,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.040698,9.182865023612976,7.086091995239258,1.6485329498775703,-0.2580638900070484,-0.11196201246575292,-0.2906179689823859,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.0906227,9.182865023612976,7.086091995239258,1.6485329498775703,-0.2580638900070484,-0.11196201246575292,-0.2906179689823859,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.1405082,9.200154423713684,7.057900428771973,1.6261282282183545,-0.26389727190774837,-0.11563615737829279,-0.29242350801069594,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.1908104,9.200154423713684,7.057900428771973,1.6261282282183545,-0.26389727190774837,-0.11563615737829279,-0.29242350801069594,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.240479,9.216234028339386,7.0280842781066895,1.596855738881821,-0.2697112739404453,-0.11924644765317036,-0.29070979925702506,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.2908826,9.216234028339386,7.0280842781066895,1.596855738881821,-0.2697112739404453,-0.11924644765317036,-0.29070979925702506,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.3406017,9.232908964157104,6.99716329574585,1.5647447798111151,-0.2756763776949153,-0.12318668146216358,-0.2911482674044234,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.390811,9.232908964157104,6.99716329574585,1.5647447798111151,-0.2756763776949153,-0.12318668146216358,-0.2911482674044234,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
1770719639.4404674,9.248693227767944,6.967071056365967,1.5395269155477613,-0.28120893512830236,-0.12750183922532762,-0.2889176940317282,-9000.0,-0.47123889803846897,1600.0,0.0,-9000.0,1600.0
